회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
동양에스텍,"제42기
(당  기)",회계법인세일원,적정,-,해당사항 없음,매출채권 손실충당금 인식
동양에스텍,"제41기
(전  기)",회계법인세일원,적정,-,해당사항 없음,"연결회계및종속기업 및 관계기업
투자자산의 지분법 평가"
동양에스텍,"제40기
(전전기)",예교지성회계법인,적정,-,해당사항 없음,"연결회계및종속기업 및 관계기업
투자자산의 지분법 평가"
동양이엔피,제36기(당기),대주회계법인,적정,-,해당사항 없음,해외 종속법인이 보유하고 있는 무상사급 재고자산의 실재성 및 취득원가의 적정성
동양이엔피,제35기(전기),대주회계법인,적정,-,해당사항 없음,해외 종속법인이 보유하고 있는 무상사급 재고자산의 실재성 및 취득원가의 적정성
동양이엔피,제34기(전전기),대주회계법인,적정,-,해당사항 없음,해외 종속법인이 보유하고 있는 무상사급 재고자산의 실재성 및 취득원가의 적정성
동양철관,제51기(당기),신한회계법인,적정,-,,수익인식 적정성
동양철관,제50기(전기),신한회계법인,적정,-,,수익인식 적정성
동양철관,제49기(전전기),신한회계법인,적정,-,,수익인식 적정성
동양파일,제10기(당기),회계법인 세일원,적정,-,해당사항 없음,수익인식의 적정성
동양파일,제9기(전기),서우회계법인,적정,-,해당사항 없음,자산 손상 및 내부통제절차 이해 검토
동양파일,제8기(전전기),서우회계법인,적정,-,해당사항 없음,수익인식의 적정성
동양피스톤,제46기(당기),신한회계법인,적정,-,수익은 연결실체의 가장 중요한 지표이고 수익인식조건이 충족되기 이전에 인식될 고유위험이 높음,수익인식기준
동양피스톤,제45기(전기),신한회계법인,적정,-,영업환경의 중요한 불확실성,수익인식기준
동양피스톤,제44기(전전기),신한회계법인,적정,-,영업환경의 중요한 불확실성,수익인식기준
동우팜투테이블,제30기(당기),인덕회계법인,적정,-,,관계기업 투자주식의 평가
동우팜투테이블,제29기(전기),인덕회계법인,적정,-,"육계신선육 판매사업자의 
부담한 공동행위 과징금",재고자산 및 생물자산의 평가
동우팜투테이블,제28기(전전기),인덕회계법인,적정,-,COVID-19 관련 불확실성,특수관계자 등 거래 및 잔액공시의 적정성
동운아나텍,제17기(당기),삼일회계법인,적정,-,,국외매출의 발생사실
동운아나텍,제16기(전기),삼일회계법인,적정,-,,국외매출의 발생사실
동운아나텍,제15기(전전기),한영회계법인,적정,-,,국외매출의 발생사실
동원F&B,제23기(당기),한영회계법인,적정,-,중요성의 관점에서 국제회계기준에 따라 작성됨,동원팜스 주식회사 현금창출단위 손상
동원F&B,제22기(전기),한영회계법인,적정,-,중요성의 관점에서 국제회계기준에 따라 작성됨,동원팜스 주식회사 현금창출단위 손상
동원F&B,제21기(전전기),한영회계법인,적정,-,중요성의 관점에서 국제회계기준에 따라 작성됨,동원팜스 주식회사 현금창출단위 손상
동원개발,제45기,안경회계법인,적정,-,,총공사예정원가 추정의 불확실성
동원개발,제44기,안경회계법인,적정,-,,총공사예정원가 추정의 불확실성
동원개발,제43기,안경회계법인,적정,-,,총공사예정원가 추정의 불확실성
동원금속,제37기(당기),이정회계법인,적정,-,"계속기업 관련
중요한 불확실성","1. 수출매출의 기간귀속 
2. 현금창출단위에 대한 자산손상"
동원금속,제36기(전기),이정회계법인,적정,-,"계속기업 관련
중요한 불확실성","1. 수출매출의 기간귀속 
2. 현금창출단위에 대한 자산손상"
동원금속,제35기(전전기),안경회계법인,적정,-,"계속기업 관련
중요한 불확실성","1. 현금창출단위에 대한 자산손상
2. 수익인식의 적정성"
동원산업,제54기(당기),삼정회계법인,적정,-,특기사항 없음,
동원산업,제53기(전기),삼정회계법인,적정,-,특기사항 없음,
동원산업,제52기(전전기),삼정회계법인,적정,-,특기사항 없음,
동원수산,제53기(당기),다산회계법인,적정,-,해당사항 없음,"(연결재무제표) - 주1
1. 어획물매출과 제품매출의 기간귀속
(별도재무제표) - 주2
1. 어획물매출과 제품매출의 기간귀속"
동원수산,제52기(전기),다산회계법인,적정,-,해당사항 없음,"(연결재무제표) - 주3
1. 어획물매출과 제품매출의 기간귀속
(별도재무제표) - 주4
1. 특수관계자에 대한 어획물매출의 기간귀속"
동원수산,제51(전전기),안진회계법인,적정,-,해당사항 없음,"(연결재무제표) - 주5
1. 수수료 매출의 발생사실
(별도재무제표) - 주6
1. 어획물매출의 발생사실 및 정확성"
동원시스템즈,제43기(당기),한영회계법인,적정,-,해당사항 없음,"1. 별도
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 종속기업 투자주식 손상
 
 2. 연결
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 현금창출단위에 대한 영업권 손상평가"
동원시스템즈,제42기(전기),한영회계법인,적정,-,해당사항 없음,"1. 별도
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 종속기업 투자주식 손상
 
 2. 연결
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 현금창출단위에 대한 영업권 손상평가"
동원시스템즈,제41기(전전기) ,한영회계법인,적정,-,해당사항 없음,"1. 별도
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 종속기업 투자주식 손상
 
 2. 연결
 Tan Tien Plastic Packaging Joint Stock Company(이하, ""TTP"") 현금창출단위에 대한 영업권 손상평가"
동일고무벨트,제11기(당기),신한회계법인,적정,-,,특수관계자간 거래
동일고무벨트,제10기(전기),안경회계법인,적정,-,,특수관계자 거래에 대한 수익 인식의 적정성
동일고무벨트,제9기(전전기),안경회계법인,적정,-,,매출의 적정성 및 재고자산 회계처리의 적정성
동일금속,제39기(당기),안경회계법인,적정,-,해당사항 없음,금융상품 분류 및 측정
동일금속,제38기(전기),안경회계법인,적정,-,해당사항 없음,금융상품 분류 및 측정
동일금속,제37기(전전기),안경회계법인,적정,-,해당사항 없음,금융상품 분류 및 측정
동일기연,제37기(당기),안진회계법인,적정,-,,
동일기연,제36기(전기),안진회계법인,적정,-,,
동일기연,제35기(전전기),대주회계법인,적정,-,,
동일산업,제57기,선진회계법인,적정,-,,"- 매출채권의 기대손실측정 및 평가

핵심감사사항으로 결정한 이유
연결실체의 봉강, 합금 및 주조사업부는 특수강 자동차, 선박 및 중장비용 부품을 생산하는 업체로서로서 다양한 국내외 고객에게 제품을 판매하며 고객의 신용도가 다양합니다. 또한, 그 거래규모로 인해 거래대금도 수회에 걸쳐서 회수하고 있고 고객과의 거래관계로 인해 유의적인 금액의 회수가 지연되기도 하며 Covid-19의 장기화와 태풍 및 금리인상 등 외부환경적 요인이 고객의 신용상태와 거래관계에 영향을 끼칠 수있습니다. 이에 연결실체 채권의 손상위험에 노출되어 있으며 효과적으로 대응하지 못할 경우, 재무 적인 손실이 발생할 수 있습니다. 한편, 관련 기업회계기준서는 기대신용손실모형에 따라 매 재무보고시 매출채권에 대한 기대신용손실을 합리적으로 추정하여 손실충당금을 인식하도록 하고 있습니다. 우리는 이러한 연결실체의 영업환경과 대상 계정과목의 중요성 및 측정과정에서의 잠재 오류를 고려하여 매출채권에 대한 연결실체의 손실 충당금 측정의 합리성을 핵심감사사항으로 식별하였습니다."
동일산업,제56기,안경회계법인,적정,-,,"- 수익 인식의 적정성

핵심감사사항으로 결정한 이유
연결회사는 봉강사업부, 합금철사업부, 주조사업부를 통해 봉강류와 합금철, 중장비용 주강품을, 자동차사업부를 통해 자동차용 등속조인트의 구성 부품을 제조ㆍ판매하여 수익을 창출하고 있습니다. 연결회사는 인도되는 재화에 대한 통제를 고객이 획득하는 시점에 수익을 인식하고 있으며, 통제 이전의 지표로서 법적 소유권의 획득, 소유에 따른 유의적 위험과 보상의 이전 등을 고려하고 있습니다.

수익 창출은 연결회사의 주요 성과 지표이면서 동시에 수익 인식과 관련된 고유의 위험이존재하므로 우리는 수익 인식의 적정성을 핵심감사사항으로 결정하였습니다."
동일산업,제55기,안경회계법인,적정,-,,"- 수익 인식의 적정성

핵심감사사항으로 결정한 이유
연결회사는 봉강사업부, 합금철사업부, 주조사업부를 통해 봉강류와 합금철, 중장비용 주강품을, 자동차사업부를 통해 자동차용 등속조인트의 구성 부품을 제조ㆍ판매하여 수익을 창출하고 있습니다. 연결회사는 인도되는 재화에 대한 통제를 고객이 획득하는 시점에 수익을 인식하고 있으며, 통제 이전의 지표로서 법적 소유권의 획득, 소유에 따른 유의적 위험과 보상의 이전 등을 고려하고 있습니다.

수익 창출은 연결회사의 주요 성과 지표이면서 동시에 수익 인식과 관련된 고유의 위험이 존재하므로 우리는 수익 인식의 적정성을 핵심감사사항으로 결정하였습니다."
동일제강,제63기(당기),광교회계법인,적정,-,,"재고자산 저가법 평가
-재고자산 평가와 관련된 내부통제의 설계 및 운영평가
-재고자산 평가 관련 회계정책 검토
-회사제시 정보의 신뢰성 검토
-재계산 검증
-경영진 가정의 합리성 검토"
동일제강,제62기(당기),광교회계법인,적정,-,,"재고자산 저가법 평가
-재고자산 평가와 관련된 내부통제의 설계 및 운영평가
-재고자산 평가 관련 회계정책 검토
-회사제시 정보의 신뢰성 검토
-재계산 검증
-경영진 가정의 합리성 검토"
동일제강,제61기(전기),광교회계법인,적정,-,,"재고자산 저가법 평가
-재고자산 평가와 관련된 내부통제의 설계 및 운영평가
-재고자산 평가 관련 회계정책 검토
-회사제시 정보의 신뢰성 검토
-재계산 검증
-경영진 가정의 합리성 검토"
동일철강,제56기(당기),삼일회계법인,적정,-,해당사항 없음,- 관계기업투자의 손상 평가(회수가능가액 추정)에 대한 적정성
동일철강,제55기(전기),삼일회계법인,적정,-,(※1),- 관계기업투자의 손상 평가(회수가능가액 추정)에 대한 적정성
동일철강,제54기(전전기),안경회계법인,적정,-,해당사항 없음,"- 매출채권의 평가(기대신용손실의 측정)에 대한 적정성
- 재고자산 평가(순실현가능가치 추정)에 대한 적정성"
동진쎄미켐,제50기,한울회계법인,적정,-,해당사항없음,"종속기업 및 관계기업 투자주식 손상 평가, 유형자산 평가 및 분류의 적정성"
동진쎄미켐,제49기,한울회계법인,적정,-,해당사항없음,"종속기업 및 관계기업 투자주식 손상 평가, 유형자산 평가 및 분류의 적정성"
동진쎄미켐,제48기,한울회계법인,적정,-,해당사항없음,"종속기업 및 관계기업 투자주식 손상 평가, 유형자산 평가 및 분류의 적정성"
동화기업,-,-,,-,,
동화기업,-,-,,-,,
동화기업,-,-,,-,,
동화바이텍스,제26기(당기),대현회계법인,적정,-,,
동화바이텍스,제25기(전기),대현회계법인,적정,-,,
동화바이텍스,제24기(전전기),대현회계법인,적정,-,,
동화상가,제55기(당기),한신회계법인,적정,-,없음,
동화상가,제54기(전기),한신회계법인,적정,-,없음,
동화상가,제53기(전전기),한신회계법인,적정,-,없음,
동화약품,제94기(당기),한영회계법인,적정,-,,- 영업권 손상 평가
동화약품,제93기(전기),한영회계법인,적정,-,,"-메디쎄이 영업권 손상 평가
-종속기업투자주식 손상 평가"
동화약품,제92기(전전기),한영회계법인,적정,-,,- 메디쎄이 영업권 
동화일렉트로라이트,-,-,,-,,
동화일렉트로라이트,-,-,,-,,
동화일렉트로라이트,-,-,,-,,
두나무,제11기(당기),삼일회계법인,적정,-,,
두나무,제10기(전기),우일회계법인,적정,-,고객 소유 암호화폐 위탁보관에 대한 사항,"업비트 거래수수료 수익인식
 회계제도 및 내부통제의 이해 및 평가
 계정과목별 입증감사
 연결재무제표 감사"
두나무,제9기(전전기),우일회계법인,적정,-,고객 소유 암호화폐 위탁보관에 대한 사항,"업비트 거래수수료 수익인식
 회계제도 및 내부통제의 이해 및 평가
 계정과목별 입증감사
  연결재무제표 감사"
두산,-,-,,-,,
두산,-,-,,-,,
두산,-,-,,-,,
두산건설,제47기,삼덕회계법인,적정,-,없음,수주산업 핵심감사사항
두산건설,제46기,삼덕회계법인,적정,-,없음,수주산업 핵심감사사항
두산건설,제45기,삼덕회계법인,적정,-,계속기업 관련 중요한 불확실성 ,수주산업 핵심감사사항
두산밥캣,제 9 기,삼일회계법인,적정,-,해당사항 없음,"- 수익 인식(매출에서 차감되는 항목 관련부채의 추정)
- 영업권 손상평가
- 자본화된 개발비용의 손상평가"
두산밥캣,제 8 기,삼일회계법인,적정,-,해당사항 없음,"- 수익 인식(매출에서 차감되는 항목 관련부채의 추정)
- 영업권 손상평가
- 자본화된 개발비용의 손상평가"
두산밥캣,제 7 기,삼일회계법인,적정,-,해당사항 없음,"- 수익 인식(매출에서 차감되는 항목 관련 부채의 추정)
- 영업권 손상평가
- 자본화된 개발비용의 손상평가"
두산에너빌리티,제60기,삼정회계법인,적정,-,없음,(1) 총계약원가 추정의 불확실성(2) 영업권 손상
두산에너빌리티,제59기,삼정회계법인,적정,-,없음,(1) 투입법에 따른 진행기준 수익인식(2) 미청구공사에 대한 회수가능성(3) 영업권 손상
두산에너빌리티,제58기,삼정회계법인,적정,-,"재무구조개선
계획에 대한
감사인의 강조사항",(1) 투입법에 따른 진행기준 등 수익인식(2) 미청구공사에 대한 회수가능성(3) 영업권 손상(4) 판매보증충당부채 평가
두산테스나,제21기(당기),동아송강회계법인,적정,-,,수익인식의 적정성
두산테스나,제20기(전기),동아송강회계법인,적정,-,,수익인식의 적정성
두산테스나,제19기(전전기),한울회계법인,적정,-,,수익인식의 적정성
두산퓨얼셀,제4기(당기),한영회계법인,적정,-,해당사항 없음,영업권에 대한 손상평가
두산퓨얼셀,제3기(전기),한영회계법인,적정,-,해당사항 없음,영업권에 대한 손상평가
두산퓨얼셀,제2기(전전기),한영회계법인,적정,-,해당사항 없음,영업권에 대한 손상평가
두올,"제40기
 (당기)",EY한영회계법인,적정,-,"(연결, 별도)
해당사항 없음","(연결재무제표)
1. 영업권이 배분된 현금창출단위의 손상평가
(별도재무제표)
1. 종속기업투자주식의 회수가능액 검토"
두올,"제39기
 (전기)",EY한영회계법인,적정,-,"(연결, 별도)
해당사항 없음","(연결재무제표)
1. 종속부문의 영업권을 포함한 현금창출단위 손상평가
(별도재무제표)
1. 종속기업투자주식의 손상평가"
두올,"제38기
 (전전기)",EY한영회계법인,적정,-,"(연결, 별도)
해당사항 없음","(연결재무제표)
1. 영업권의 손상검토
(별도재무제표)
1. 종속기업투자주식의 손상평가"
두원중공업,제44기(당기),신우회계법인,적정,-,특수관계자 거래,
두원중공업,제43기(전기),신우회계법인,적정,-,특수관계자 거래,
두원중공업,제42기(전전기),신우회계법인,적정,-,특수관계자 거래,
두함지개발,제44기(당기),삼덕회계법인,적정,-,,
두함지개발,제43기(전기),삼덕회계법인,적정,-,,
두함지개발,제42기(전전기),삼덕회계법인,적정,-,,
듀오백,제36기(당기),성현회계법인,적정,-,해당사항없음,재고자산 평가
듀오백,제35기(전기),성현회계법인,적정,-,해당사항없음,재고자산 평가
듀오백,제34기(전전기),성현회계법인,적정,-,해당사항없음,재고자산 평가
듀켐바이오,제 20기(당기),삼정회계법인,적정,-,"감사의견에는 영향을 미치지 않는 사항으로서, 이용자는 다음 사항들에 주의를 기울여야 할 필요가 있습니다.

주석 2에 기술된 바와 같이, 회사는 당기 중 종속기업인 (주)씨코헬스케어 및 (주)듀켐바이오연구소를 흡수합병하여 당기말 현재 연결대상 종속기업을 보유하고 있지 않습니다. 당기의 재무제표는 관계기업에 대해 지분법을 적용한 재무제표입니다. 비교표시 목적으로 첨부한 전기말의 재무상태표, 포괄손익계산서, 자본변동표, 현금흐름표는 연결재무제표입니다.",해당사항 없음
듀켐바이오,제 19기(전기),인덕회계법인,적정,-,해당사항 없음,매출 수익인식의 발생사실과 정확성
듀켐바이오,제 18기(전전기),대주회계법인,적정,-,해당사항 없음,계속기업 관련 중요한  불확실성 존재 기재
드래곤플라이,제33기(당기),선진회계법인,적정,-,,"(별도) 종속기업투자주식 손상평가
(연결) (주)리노펙의 현금창출단위 손상평가"
드래곤플라이,제32기(전기),선진회계법인,적정,-,,(연결 및 별도) 전환사채의 평가
드래곤플라이,제31기(전기),삼정회계법인,적정,-,(별도) 경영지원업무용역계약 및 공동사업계약,(연결 및 별도) 영업수익의 실재성과 기간귀속
드림라인,제26기(당기),한영회계법인,적정,-,,
드림라인,제25기(전기),한영회계법인,적정,-,,
드림라인,제24기(전전기),한영회계법인,적정,-,,
드림시큐리티,제9기(당기),정진세림회계법인,적정,-,,(연결 및 별도)수익인식의 적정성
드림시큐리티,제8기(전기),삼일회계법인,적정,-,"코로나바이러스
감염증-19의 영향",(연결 및 별도)수익인식의 적정성
드림시큐리티,제7기(전전기),정진세림회계법인,적정,-,,(연결 및 별도)매출에 대한 수익인식
드림씨아이에스,제23기(당기),삼일회계법인,적정,-,해당사항 없음,"별도: 종속기업투자주식 손상평가 - 주식회사 메디팁
연결: 영업권 손상평가 - 주식회사 메디팁"
드림씨아이에스,제22기(전기),삼일회계법인,적정,-,해당사항 없음,수익인식-임상시험 대행용역 수익인식 정확성
드림씨아이에스,제21기(전전기),삼일회계법인,적정,-,해당사항 없음,수익인식-임상시험 대행용역 수익인식 정확성
드림어스컴퍼니,제24기(당기),삼덕회계법인,적정,-,,"(연결재무제표)
1. 전환우선주의 공정가치평가 및 계정분류
(별도재무제표)
1. 전환우선주의 공정가치평가 및 계정분류"
드림어스컴퍼니,제23기(전기),삼덕회계법인,적정,-,,"(연결재무제표)
1. 우선주부채의 공정가치평가
(별도재무제표)
1. 우선주부채의 공정가치평가"
드림어스컴퍼니,제22기(전전기),삼덕회계법인,적정,-,,"(연결재무제표)
1. 수익인식
(별도재무제표)
1. 수익인식"
드림텍,제 25(당) 기 ,삼정회계법인,적정,-,특이사항 없음,재고자산의 평가
드림텍,제 24(전) 기 ,삼정회계법인,적정,-,특이사항 없음,재고자산의 평가
드림텍,제 23(전전) 기,삼정회계법인,적정,-,특이사항 없음,재고자산의 평가
디더블유미디어홀딩스,제 10 기(당기),삼정회계법인,"연결 : 적정
별도 : 적정",-,,
디더블유미디어홀딩스,제 9 기(전기),삼정회계법인,"연결 : 적정
별도 : 적정",-,,
디더블유미디어홀딩스,제 8 기(전전기),삼정회계법인,"연결 : 적정
별도 : 적정",-,,
디딤이앤에프,제8기(당기),다산회계법인,적정,-,"계속기업 관련 중요한 불확실성
: 재무제표에 대한 주석 42에 주의를 기울여야 할 필요가 있습니다. 재무제표에 대한 주석 42은 회사의 당기순손실이 8,780백만원이고 당기말 현재 부채비율은 588%이며 유동부채가 유동자산보다 5,492백만원 만큼 더 많음을 나타내고 있습니다. 주석 42에서 기술된 바와 같이, 이러한 사건이나 상황은 주석 42에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.

감사의견에는 영향을 미치지 않는 사항으로서의 강조사항
(1) 보고기간 후 사건
재무제표에 대한 주석 43에서는 보고기간 후에 발생한 회사의 주요 자금거래를 설명 하고 있습니다. - 회사가 보유중인 투믹스홀딩스 전환사채를 2023년 2월 28일자로 조기상환청구권 을 행사하여 원금 11,000,000천원과 이자 828,164천원을 전액 현금으로 상환 받았 습니다. 
- 회사는 보고기간 종료일 이후 제9회 및 제10회차 전환사채권자의 조기상환을 요청 받아 7,800,000천원을 만기전 취득하였으며, 동 전환사채는 모두 2023년 3월 20일 자에 매도 계약을 체결하고 계약금으로 1,130,000천원을 수령하였으며, 중도금 및 잔금은 2023년 4월 14일까지 수령할 예정입니다. 
- 2023년 2월 28일자로 (주)아이윌미디어 주식 825,000주(38.44%)를 6,187,500천 원에 취득하였습니다. 
- 2023년 2월 28일자로 주식회사 테라핀으로부터 주식회사 크리에이티브리더스그 룹에이트 전환사채를 1,638,082천원에 매수하고, 동 전환사채를 2023년 3월 10일자 에 주식회사 테라핀에 매각하였습니다. 
- 회사는 보고기간종료일 이후 2023년 3월 10일자 및 13일자로 제9회 및 제10회 전 환사채의 조기전환청구권(Put Option) 관련하여 1년간 연장하는 거래를 체결하였습 니다. (2) 경영권변동 재무제표에 대한 주석 1에서와 같이 2023년 3월 17일 체결된 주식 양수도 계약에 따 라 회사의최대주주가 정담유통 주식회사에서 Westpoint Investment LLC.로 변경되 었습니다. ","영업자산 손상
1) 핵심감사사항으로 결정한 이유 
우리는 회사의 영업이 COVID-19의 영향에 노출이 심한 업종으로서 직전 2개년 연 속 대규모 영업손실이 발생하였고, 영업자산 규모가 유의적인 수준이고, 현금창출단 위의 회수가능액을 산정하기 위하여 경영진이 사용한 가정이 복잡하고, 사용가치 평 가에 유의적인 경영진의 판단이 수반되는 점을 고려하여 해당 항목을 핵심감사사항 에 포함하였습니다.(주석 14참조). 
2) 핵심감사사항이 감사에서 다루어진 방법
회사의 손상 회계처리에 대하여 우리가 수행한 주요 감사절차는 다음과 같습니다. 
- 손상평가에 사용한 재무데이터와 경영진이 확인한 중장기 사업계획의 비교 대사 
- 손상차손 인식금액에 대한 재계산 검토 
- 손상평가와 관련된 경영진수준통제의 설계 및 운영의 효과성 평가 
- 순공정가치 추정에 사용된 주요 예측치의 신뢰성 검토 및 계산내역의 정확성 검토




"
디딤이앤에프,제7기(전기),다산회계법인,적정,-,"계속기업 관련 중요한 불확실성
: 재무제표에 대한 주석 41에 주의를 기울여야 할 필요가 있습니다. 재무제표에 대한 주석 41은 회사의 당기순손실이 5,334백만원이고 당기말 현재 부채비율은 468%이며 유동부채가 유동자산보다 9,619백만원 만큼 더 많음을 나타내고 있습니다. 주석 41에서 기술된 바와 같이, 이러한 사건이나 상황은 주석 41에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.

감사의견에는 영향을 미치지 않는 사항으로서의 강조사항
(1) 코로나바이러스감염증-19의 영향
연결재무제표에 대한 주석 3은 경영진이 코로나바이러스감염증-19의 확산이 2022년의 회사의 영업에 미칠 수 있는 영향과 관련한 불확실성을 설명합니다.
(2) 보고기간 후 사건
연결재무제표에 대한 주석 42에서는 보고기간 후에 발생한 회사의 주요 자금거래를 설명하고 있습니다. 
- 2022년 2월 28일자로 제8회 전환사채(액면 20억원)를 발행하고 회사의 투자부동산을 담보(담보설정금액 24억원) 로 제공하였습니다.
- 2022년 3월 15일자로 2022년 5월에 도래하는 제6회 전환사채(액면 30억원) 및 제7회 전환사채(액면 20억원)의 조기상환 지급기일을 2023년 5월로 변경하였습니다. 
- 2022년 3월 17일자로 2023년 3월에 도래하는 제5회 교환사채(액면 15억원)의 조기상환 지급기일을 2024년 3월로 변경하였습니다.
- 2022년 3월 17일자에 운영자금 목적으로 12억원의 자금차입이 발생하였습니다.
- 정담유통 등 특수관계자와  10억원의 자금대여 및  13억원의 자금회수가 발생하였습니다. 
(3) 경영권변동 및 대주주의 담보제공
연결재무제표에 대한 주석 43은 2021년 1월 25일 체결된 주식 양수도 계약에 따라 회사의 최대주주가 이범택에서 정담유통 주식회사로 변경되었으며, 변경된 대주주인 정담유통 주식회사는 주식양수도 자금조달과 관련하여 보유중인 전체 회사주식(보통주15,495,917주, 지분율 37.2%)을 담보(담보설정금액 168억원)로 제공하고 있음을 설명하고 있습니다. ","(1) 영업자산 손상
1) 핵심감사사항으로 결정한 이유
당기에 코로나바이러스감염증-19등의 영향으로 인하여 매출을 비롯한 경영성과에 전기 대비 중요한 변동이 발생하였습니다. 이는 영업자산이 손상되었을 중요한 손상징후에 해당하며, 우리는 이로 인한 평가가 연결재무제표에 미치는 영향이 중요하다고 판단하고 이를 핵심감사사항으로 식별하였습니다(주석 14 참조).

2) 손상 회계처리에 대한 주요 감사절차는 다음과 같습니다.- 손상 평가를 위해 연결회사가 고용한 외부평가전문가의 적격성 및 독립성 평가- 손상평가에 사용한 재무데이터와 경영진이 확인한 중장기 사업계획의 비교 대사- 손상차손 인식금액에 대한 재계산 검토- 손상평가와 관련된 경영진수준통제의 설계 및 운영의 효과성 평가- 순공정가치 추정에 사용된 주요 예측치의 신뢰성 검토 및 계산내역의 정확성 검토


"
디딤이앤에프,제6기(전전기),대주회계법인,적정,-,"계속기업 관련 중요한 불확실성
: 재무제표에 대한 주석 39에 주의를 기울여야 할 필요가 있습니다. 재무제표에 대한 주석 39은 회사의 당기순손실이 29,871백만원이고 당기말 현재 부채비율은 1,472%이며 유동부채가 유동자산보다 20,895백만원 만큼 더 많음을 나타내고 있습니다. 주석 39에서 기술된 바와 같이, 이러한 사건이나 상황은 주석 39에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.

연결재무제표에 대한 주석 3은 경영진이 코로나바이러스감염증-19의 확산이 기업의 생산 능력과 고객에 대한 주문 이행능력에 미칠 수 있는 영향과 관련한 불확실성을 설명합니다.","(1) 영업자산 손상
1) 핵심감사사항으로 결정한 이유
연결회사는 당기에 코로나바이러스감염증-19등의 영향으로 인하여 매출을 비롯한 경영성과에 전기 대비 중요한 변동이 발생하였습니다. 이는 영업자산이 손상되었을 중요한 손상징후에 해당하며, 우리는 이로 인한 평가가 연결재무제표에 미치는 영향이 중요하다고 판단하고 이를 핵심감사사항으로 식별하였습니다(주석 14 참조).
2) 손상 회계처리에 대한 주요 감사절차는 다음과 같습니다.- 손상 평가를 위해 연결회사가 고용한 외부평가전문가의 적격성 및 독립성 평가- 손상평가에 사용한 재무데이터와 경영진이 확인한 중장기 사업계획의 비교 대사- 손상차손 인식금액에 대한 재계산 검토- 손상평가와 관련된 경영진수준통제의 설계 및 운영의 효과성 평가- 순공정가치 추정에 사용된 주요 예측치의 신뢰성 검토 및 계산내역의 정확성 검토"
디모아,제40기(당기),"동아송강
회계법인",적정,-,,주1)
디모아,제39기(전기),삼도회계법인,적정,-,주2),주3)
디모아,제38기(전전기),선일회계법인,적정,-,주4),주5)
디바이스이엔지,제21기(당기),우리회계법인,적정,-,,매출채권 회수가능성 검토
디바이스이엔지,제20기(전기),우리회계법인,적정,-,,매출채권 회수가능성 검토
디바이스이엔지,제19기(전전기),우리회계법인,적정,-,,매출채권 회수가능성 검토
디비금융스팩10호,제2기(당기),우리회계법인,적정,-,해당사항 없음,해당사항 없음
디비금융스팩10호,제1기(전기),우리회계법인,적정,-,해당사항 없음,해당사항 없음
디비금융스팩10호,-,-,,-,,
디비메탈,제15기(당기),삼덕회계법인,적정,-,,
디비메탈,제14기(전기),삼덕회계법인,적정,-,,
