회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
까뮤이앤씨,"제40기
(전전기)",한영회계법인,"우리의 의견으로는 별첨된 회사의 재무제표는 
회사의 2018년 12월 31일과 2017년 12월 31일 현재의 
재무상태와 동일로 종료되는 양 보고기간의 
재무성과 및 현금흐름을 한국채택국제회계기준에 따라, 
중요성의 관점에서 공정하게 표시하고 있습니다.",-,"해당사항
없음","[수주산업 핵심감사사항]
-투입법에 따른 수익인식
-총계약원가 추정의 불확실성
-공사진행률 산정
-미청구공사금액 회수가능성
-공사변경에 대한 회계처리"
까스텔바작,제05기(당기),성현회계법인,"-연결:적정
-별도:적정",-,,재고자산 평가
까스텔바작,제04기(전기),상록회계법인,"-연결:적정
-별도:적정",-,,
까스텔바작,제03기(전전기),성현회계법인,"-연결:적정
-별도:적정",-,,
깨끗한나라,제56기(당기),한울회계법인,,-,,
깨끗한나라,제55기(전기),안진회계법인,적정,-,, 유형자산 손상
깨끗한나라,제54기(전전기),안진회계법인,적정,-,,
나노,제8기(당기),태성회계법인,적정,-,해당사항없음,현금창출단위의 손상
나노,제7기(전기),태성회계법인,적정,-,해당사항없음,해당사항없음
나노,제6기(전전기),태성회계법인,적정,-,해당사항없음,해당사항없음
나노브릭,제14기(당기),삼덕회계법인,적정,-,,"(1)재고자산의 평가
(2)수익인식의 적정성"
나노브릭,제13기(전기),한울회계법인,적정,-,,
나노브릭,제12기(전전기),삼정회계법인,적정,-,,
나노신소재,제21기(당기),신한회계법인, 적정,-,해당사항 없음,재고자산의 실재성 검토 및  재고자산의 평가 적정성
나노신소재,제20기(전기),신한회계법인, 적정,-,해당사항 없음,해당사항 없음
나노신소재,제19기(전전기),신한회계법인, 적정,-, 해당사항 없음, 해당사항 없음
나노씨엠에스,2020년(제18기) 당기,삼화회계법인,적정,-,특이사항 없음,특이사항 없음
나노씨엠에스,2019년(제17기) 전기,삼덕회계법인,적정,-,특이사항 없음,특이사항 없음
나노씨엠에스,2018년(제16기) 전전기,삼일회법인,적정,-,특이사항 없음,특이사항 없음
나노엔텍,제34기(당기),한영회계법인,적정,-,해당사항 없음,- 국외매출의수익인식시기적정성
나노엔텍,제33기(전기),한영회계법인,적정,-,해당사항 없음,
나노엔텍,제32기(전전기),한영회계법인,적정,-,해당사항 없음,
나노캠텍,제22기(당기),삼덕회계법인,적정,-,해당사항없음,"(연결재무제표)
1. 
수준3으로 분류되는 금융상품의 공정가치 평가 (별도재무제표)
1. 
여행업과 관련된 종속기업투자에 대한 손상 검토"
나노캠텍,제21기(전기),신한회계법인,적정,-,해당사항없음,해당사항없음
나노캠텍,제20기(전전기),신한회계법인,적정,-,해당사항없음,해당사항없음
나눔테크,제16기(당기),우리회계법인,적정,-,해당사항 없음,해당사항 없음
나눔테크,제15기(전기),회계법인길인,적정,-,해당사항 없음,해당사항 없음
나눔테크,제14기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
나라소프트,제18기(당기),삼일회계법인,거절,-,,
나라소프트,제17기(전기),삼일회계법인,적정,-,,
나라소프트,제16기(전전기),성지회계법인,적정,-,,
나라엠앤디,제22기(당기),현대회계법인,적정,-,해당사항 없음,재고자산의 평가
나라엠앤디,제21기(전기),현대회계법인,적정,-,해당사항 없음,재고자산의 평가
나라엠앤디,  제20기(전전기),현대회계법인,적정,-,,
나래에너지서비스,제9기(당기),삼일회계법인,적정,-,Covid-19 및 사업결합 관련 사항,
나래에너지서비스,제8기(전기),삼일회계법인,적정,-,,
나래에너지서비스,제7기(전전기),삼일회계법인,적정,-,,
나무가,제17기(당기),삼덕회계법인,적정,-,해당사항 없음," (연결재무제표)
 - 재고자산 평가의 적정성 
 (별도재무제표)
  - 수익인식의 적정성"
나무가,제16기(전기),삼덕회계법인,적정,-,해당사항 없음,"(연결재무제표)
 - 연결회사 내부거래 매출액의 발생사실 및 측정 
 (별도재무제표)
  - 종속기업의 손상평가"
나무가,제15기(전전기),예일회계법인,적정,-,해당사항 없음,해당사항 없음
나무기술,제5기(당기),한울회계법인,적정,-,해당사항 없음,해당사항 없음
나무기술,제4기(당기),한울회계법인,적정,-,해당사항 없음,해당사항 없음
나무기술,제3기(전기),한신회계법인,적정,-,해당사항 없음,해당사항 없음
나스미디어,제21기(당기),삼정회계법인,적정,-,,"수익인식의 적정성
영업권 손상평가"
나스미디어,제 20기(전기),삼정회계법인,적정,-,,"K-IFRS16(리스기준서) 도입 검토
영업권 손상평가"
나스미디어,제 19기(전전기),삼정회계법인,적정,-,,
나우IB,제14기(당기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
나우IB,제13기(전기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
나우IB,제12기(전전기),신한회계법인(지정),적정,-,해당사항 없음,해당사항 없음
나우코스,제21기(당기),신우회계법인,적정,-,해당사항 없음,
나우코스,제20기(전기),신우회계법인,적정,-,해당사항 없음,
나우코스,제19기(전전기),신우회계법인,적정,-,해당사항 없음,
나이벡,제17기(당기),현대회계법인,적정,-,,
나이벡,제16기(전기),하나회계법인,적정,-,,
나이벡,제15기(전전기),하나회계법인,적정,-,,
나이스디앤비,제19기(당기),삼정회계법인,적정,-,,
나이스디앤비,제18기(전기),삼정회계법인,적정,-,,
나이스디앤비,제17기(전전기),삼정회계법인,적정,-,,
나이스정보통신,제33기(당기),안진회계법인,적  정,-,해당사항 없음,PT.IONPAY NETWORKS 종속기업투자의 손상평가
나이스정보통신,제32기(전기),안진회계법인,적  정,-,해당사항 없음,PT.IONPAY NETWORKS 종속기업투자의 손상평가
나이스정보통신,제31기(전전기),안진회계법인,적  정,-,해당사항 없음,
나인테크,제4기(당기),삼덕회계법인,적정,-,해당사항 없음,
나인테크,제3기(전기),삼화회계법인,적정,-,해당사항 없음,
나인테크,제2기(전전기),삼정회계법인,적정,-,해당사항 없음,
남광토건,제67기(당기),예교지성회계법인,적정,-,"내부통제 이해 및 평가, 
중요 계정잔액 및 공시내용에대해 질문, 
분석적절차, 표본점검(문서검증, 재계산 등)","투입법에 따른 수익인식
총계약원가 추정의 불확실성"
남광토건,제66기(전기),예교지성회계법인,적정,-,"중요 계정잔액 및 공시내용에 대해 질문, 분석적절차, 표본점검(문서검증, 재계산 등)","투입법에 따른 수익인식,
총계약원가 추정의 불확실성"
남광토건,제65기(전전기),예교지성회계법인,적정,-,,
남선알미늄,제48기(당기),안경회계법인,"적정(연결,별도)",-,수주산업,수주산업
남선알미늄,제47기(전기),안경회계법인,"적정(연결,별도)",-,수주산업,수주산업
남선알미늄,제46기(전전기),안경회계법인,"적정(연결,별도)",-,수주산업,수주산업
남성,제57기(당기),태성회계법인,적정,-,해당사항 없음,"- 재고자산의 과대평가 가능성
- 특수관계자와의 거래 및 잔액 공시의 적정성"
남성,제56기(전기),참회계법인,적정,-,해당사항 없음,재고자산의 실제성 평가
남성,제55기(전전기),참회계법인,적정,-,,
남양유업,-,-,,-,,
남양유업,-,-,,-,,
남양유업,-,-,,-,,
남해화학,제47기(당기),한영회계법인,적정,-,해당 사항 없음,특수관계인과의 거래
남해화학,제46기(전기),한영회계법인,적정,-,해당 사항 없음,특수관계인과의 거래
남해화학,제45기(전전기),한영회계법인,적정,-,해당 사항 없음,해당 사항 없음
남화산업,제31기(당기),선일회계법인,"한국채택국제회계기준에 따라, 중요성의 관점에서 공정하게 표시",-,중요계정잔액 및 공시내용,관계기업투자주식에 대한 회계처리
남화산업,제30기(전기),선일회계법인,"한국채택국제회계기준에 따라, 중요성의 관점에서 공정하게 표시",-,중요계정잔액 및 공시내용,관계기업투자주식에 대한 회계처리
남화산업,제29기(전전기),삼일회계법인,적정,-,,
남화토건,제62기 (당기),선일회계법인,적정,-,해당사항없음,수주산업의 회계처리
남화토건,제61기 (전기),선일회계법인(*),적정,-,해당사항없음,수주산업의 회계처리
남화토건,제60기 (전전기),승일회계법인,적정,-,해당사항없음,수주산업의 회계처리
내일신문,제28기(당기),우리회계법인,적정,-,,
내일신문,제27기(전기),우리회계법인,적정,-,,
내일신문,제26기(전전기),우리회계법인,적정,-,,
내츄럴엔도텍,제20기(당기),한울회계법인,적정,-," 감사의견에는 영향을 미치지 않는 사항으로서, 이용자는 연결재무제표에 대한 주석17에 주의를 기울여야 할 필요가 있습니다. 연결재무제표에 대한 주석 17에서 설명하고 있는 바와 같이 지배기업인 주식회사 내츄럴엔도텍은 전기에 별도재무제표상 8,440백만원의 영업손실이 발생하였고, 이로 인하여 최근 5사업연도 연속 영업손실(전전기: 9,689백만원, 전전전기: 5,338백만원,전전전전기: 9,347백만원, 전전전전전기: 10,595백만원) 발생으로, 코스닥시장상장규정 제38조 제2항 제5호에 의거 상장적격성 실질심사 사유가 발생하였으며, 상장폐지 가능성 등을 검토한 결과 2020년 5월 6일 상장적격성 실질심사 대상으로 결정되었습니다. 지배기업에 대한 기업심사위원회 심의의결 결과 개선기간 12개월을 부여하기로 2020년 7월 15일에 결정되었으며, 지배기업은 개선기간 종료일(2021년 7월 15일)로부터 7일 이내(영업일 기준)에 개선계획 이행내역서, 개선계획 이행결과에 대한 전문가의 확인서등을 제출하여야 하고, 동서류 제출일로부터 15일 이내(영업일기준)에 기업심사위원회가 개최되어 상장폐지 여부가 결정될 예정입니다. 그로 인한 결과는 감사보고서일 현재 예측할 수 없으며 감사보고서 이용자는 그 결과에 주의를 기울일 필요가 있습니다.","재고자산의 평가


(1) 핵심감사사항으로 결정된 이유
연결재무제표에 대한 주석 9에 기술되어 있는 바와 같이, 2020년 12월 31일 현재 연결회사의 재고자산은 8,470백만원, 재고자산평가충당금은 3,998백만원이며, 당기에인식한 재고자산평가손실환입은 3,673백만원입니다. 재고자산은 최초에 원가로 측정되며 손상되었거나, 진부화되는 경우, 또는 예상 순실현가능가치가 원가에 이르지 못하는 경우에는 평가손실이 인식되어야 합니다. 연결회사의 재고자산의 진부화에 대한 결정은 유의적인 경영자의 판단이 포함되므로 재고자산의 평가를 감사에 특히 중요한 사항으로 고려하였습니다.

(2) 핵심감사사항이 감사에서 다루어진 방법
우리는 재고자산의 평가와 관련하여 다음의 감사절차를 수행하였습니다.
ㆍ연결회사의 재고자산의 평가에 대한 회계정책을 입수하고 이해하였으며, 그 적정성을 검토하였습니다.
ㆍ연결회사가 제시한 재고자산에 대한 평가충당금 설정내역에 대한 재계산 검증을 수행하였습니다.
ㆍ표본추출을 통하여 재고자산의 연령자료에 대한 정확성과 완전성을 확인하였습니다.
ㆍ연결회사가 재고자산의 진부화로 인한 평가충당금 추정을 위해 사용한 가정의 적정성을 확인하였습니다.
ㆍ연결회사가 추정한 상품 및 제품의 순실현가능가액의 구성요소인 판매가격, 판매부대비용 등의 정확성을 확인하였습니다."
내츄럴엔도텍,제19기(전기),삼정회계법인,적정,-,"(1) 상장적격성 실질심사 대상 예정
연결재무제표에 대한 주석 16에서 설명하고 있는 바와 같이 지배회사인 주식회사 내츄럴엔도텍은 당기에 별도재무제표상 8,440백만원의 영업손실이 발생하였으며, 이로 인하여 최근 5사업연도 연속 영업손실 발생으로 코스닥시장 상장규정 제38조 제2항 제5호에 따라 상장적격성 실질심사 지정사유가 발생하였습니다.
(2) 관리종목 지정사유 추가 발생
연결재무제표에 대한 주석 16에서 설명하고 있는 바와 같이 연결회사는 당기에 연결재무제표상 16,008백만원의 법인세비용차감전계속사업손실이 발생하였고, 이로 인하여 최근 3사업연도 중 2사업연도에 각각 당해 사업연도말 자기자본의 100분의 50을 초과하는 법인세차감전계속사업손실 발생으로 코스닥시장 상장규정 제28조     제1항 제3호에 따라 관리종목 지정사유가 추가되었습니다.
(3) 영업활동의 불확실성
연결재무제표에 대한 주석 16에서 설명하고 있는 바와 같이, 2015년 중 식품의약품안전처의 자율회수 요청 및 경인지방식품의약품안전청의 행정처분 명령 등이 연결회사의 경영성과에 영향을 미쳤습니다. 동 일련의 진행상황으로 인해 향후 연결회사의 경영성과도 영향을 받을 수 있습니다.
(4) 종속회사의 계속기업가정에 대한 중요한 불확실성
연결재무제표에 대한 주석 5 에서 설명하고 있는 바와 같이 종속회사인 주식회사 엔도더마의 2019년 12월 31일로 종료되는 회계연도의 재무제표에 대해 해당 종속회사의 외부감사인은 당기순손실, 누적결손금, 유동성의 문제 등으로 인한 계속기업의 불확실성을 사유로 의견을 표명하지 아니하였습니다. 이와 관련하여, 주식회사 엔도더마의 계속기업의 불확실성에 대한 의견거절에 대해 연결회사의 경영진은 이러한 불확실성이 연결재무제표에 미칠지 모르는 영향이 중요하지 않다고 판단하였습니다.",
내츄럴엔도텍,제18기(전전기),삼정회계법인,적정,-,"(1) 관리종목 지정사유 발생
연결재무제표에 대한 주석 13에서 설명하고 있는 바와 같이 당기에 별도재무제표 상9,689백만원의 영업손실이 발생하였습니다. 이로 인하여 최근 4사업연도 연속 영업손실 발생으로 코스닥시장 상장규정 제28조 제1항 제3의2호에 따라 관리종목 지정사유가 발생하였습니다.
(2) 영업활동의 불확실성연결재무제표에 대한 주석 13에서 설명하고 있는 바와 같이, 2015년 중 식품의약품안전처의 자율회수 요청 및 경인지방식품의약품안전청의 행정처분 명령 등이 연결회사의 경영성과에 영향을 미쳤습니다. 동 일련의 진행상황으로 인해 향후 연결회사의 경영성과도 영향을 받을 수 있습니다. ",
네오리진,제14기(당기),정동회계법인,적정,-,,
네오리진,제13기(전기),정동회계법인,적정,-,,
네오리진,제12기(전전기),정동회계법인,적정,-,,
네오바이오텍,제 21기(당기),동현회계법인,적정,-,,
네오바이오텍,제 20기(전기),영앤진회계법인,적정,-,,
네오바이오텍,제 19기(전전기),영앤진회계법인,적정,-,,
네오셈,제5기(당기),태성회계법인,적정,-,합병회계처리,"영업권 손상평가, 재고자산 평가 충당금의 적정성"
네오셈,제4기(전기),삼일회계법인,적정,-,합병회계처리,
네오셈,제3기(전전기),삼일회계법인,적정,-,,
네오슈테른테크놀로지,-,-,,-,,
네오슈테른테크놀로지,-,-,,-,,
네오슈테른테크놀로지,-,-,,-,,
네오오토,제11기(당기),대주회계법인,적정,-,,수익인식의 적정성
네오오토,제10기(전기),대주회계법인,적정,-,,수익인식의 적정성
네오오토,제9기(전전기),안진회계법인,적정,-,,
네오위즈,"제14기
(당기)",삼정회계법인,적정,-,해당사항 없음,게임매출의 실재성
네오위즈,"제13기
(전기)",삼일회계법인,적정,-,해당사항 없음,"1. 게임매출 발생사실
2. 영업권의 회수가능가액"
네오위즈,"제12기
(전전기)",삼일회계법인,적정,-,해당사항 없음,해당사항 없음
네오위즈홀딩스,"제24기
(당기)",삼정회계법인,적정,-,해당사항 없음,"1. 게임매출의 실재성
2. 영업권의 회수가능가액"
네오위즈홀딩스,"제23기
(전기)",삼일회계법인,적정,-,해당사항 없음,"1. 게임매출 발생사실
2.영업권의 회수가능가액"
네오위즈홀딩스,"제22기
(전전기)",삼일회계법인,적정,-,해당사항 없음,해당사항 없음
네오이뮨텍,제7기(당기),삼일회계법인,적정,-,,
네오이뮨텍,제6기(전기),삼일회계법인,적정,-,,
네오이뮨텍,제5기(전전기),삼일회계법인,적정,-,,
네오크레마,제14기(당기),우리회계법인,적정,-,해당사항 없음,재고평가충당금 평가의 적정성
네오크레마,제13기(전기),우리회계법인,적정,-,해당사항 없음,해당사항 없음
네오크레마,제12기(전전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
네오티스,제21기(당기),삼도회계법인,적정,-,,매출의 실재성
네오티스,제20기(전기),삼일회계법인,적정,-,,
네오티스,제19기(전전기),삼일회계법인,적정,-,,
네오팜,제21기(당기),삼덕회계법인,적정,-,,재고자산 순실현가치
네오팜,제20기(전기),삼덕회계법인,적정,-,,
네오팜,제19기(전전기),삼덕회계법인,적정,-,,
네오펙트,제11기(당기),한울회계법인,적정,-,,영업권의 손상평가
네오펙트,제10기(전기),한울회계법인,적정,-,주1),
네오펙트,제9기(전전기),삼정회계법인,적정,-,,
네온테크,제3기(당기),정진세림회계법인,적정,-,,"-매출의 기간귀속
매출은 고객과의 계약 및 조건에 따라 다양한 수행의무가 존재하고, 각 재화나 용역의 통제 이전시기가 다르기 때문에수익인식 시점에 대한 경영진의 판단이 요구됩니다. 회사는 수익인식 귀속에 따라 매출, 계약부채로 회계처리 하고 있으며 수익의 귀속 시기에 따라 수익에 유의적인 왜곡표시위험이 있는 것으로 판단하였습니다. 따라서, 우리는 매출 기간귀속과 관련한 회계처리를 핵심감사사항으로 선정하였습니다"
네온테크,제2기(전기. 구20기),삼정회계법인,적정,-,,
네온테크,제1기(전전기. 구19기),삼정회계법인,적정,-,,
네이블커뮤니케이션즈,제18기(당기),정인회계법인,적정,-,해당사항 없음,
네이블커뮤니케이션즈,제17기(전기),정인회계법인,적정,-,해당사항 없음,
네이블커뮤니케이션즈,제16기(전전기),삼정회계법인,적정,-,해당사항 없음,
네이처리퍼블릭,제 12 기,삼일회계법인,적정,-,,
네이처리퍼블릭,제 11 기,삼일회계법인,적정,-,,
네이처리퍼블릭,제 10 기,삼일회계법인,한정,-,,
네이처셀,제50기(당기),정동회계법인,적정,-,,"관계기업투자주식의 손상평가 
주1)"
네이처셀,제49기(전기),진성회계법인,적정,-,,
네이처셀,제48기(전전기),진성회계법인,적정,-,,
네패스,제31기(당기),우리회계법인,적정,-,FOPLP 사업부문을 물적분할하여 주식회사 네패스 라웨를 설립,위탁공정용역의 수익 인식 및 본인 대리인으로서의 수익 인식
네패스,제30기(전기),대주회계법인,적정,-,반도체 테스트 사업부문 및 FOPLP사업부문 물적분할하여 각각 네패스 아크와 네패스 라웨를 설립,관계기업 투자주식 손상징후가 있는지 검토하고 손상평가를 진행
네패스,제29기(전전기),대주회계법인,적정,-,,
네패스아크,제2기(당기),삼일회계법인,적정,-,,매출액 발생사실의 적정성
네패스아크,제1기(전기),삼일회계법인,적정,-,,
네패스아크,-,-,,-,,
넥상스코리아,제62기(당기),삼일회계법인,적정,-,해당사항없음,해당사항없음
넥상스코리아,제61기(당기),삼일회계법인,적정,-,해당사항없음,해당사항없음
넥상스코리아,제60기(전기),삼일회계법인,적정,-,해당사항없음,해당사항없음
넥센,제53기(당기),신한회계법인,적정,-,해당사항 없음,주)
넥센,제52기(전기),안경회계법인,적정,-,,
넥센,제51기(전전기),안경회계법인,적정,-,,
넥센타이어,제63기(당기),신한회계법인,적정,-,해당사항 없음,(주1)
넥센타이어,제62기(전기),한영회계법인,적정,-,,
넥센타이어,제61기(전전기),한영회계법인,적정,-,,
넥스쳐,제10기(당기),삼덕회계법인,의견거절,-,,
넥스쳐,제9기(전기),한영회계법인,의견거절,-,,
넥스쳐,제8기(전전기),삼일회계법인,의견거절,-,,
넥스턴바이오,제21기(당기),이정회계법인,적정,-,,재고자산의 평가
넥스턴바이오,제20기(당기),이정회계법인,적정,-,,비상장 금융상품의 공정가치평가
넥스턴바이오,제19기(전기),이정회계법인,적정,-,,
넥스트아이,제23기(당기),우리회계법인,적정,-,,
넥스트아이,제22기(전기),우리회계법인,적정,-,,
넥스트아이,제21기(전전기),우리회계법인,적정,-,,
넥스틴,제11기(당기),삼덕회계법인,적정,-,"수익인식 프로세스와 회사의 회계정책 및 관련 통제 이해 및 평가- 회사가 설정한 수익인식 절차를 관리하는 통제의 효과성에 대한 테스트- 계약서 열람을 통한 계약금액과 거래조건의 확인 및 통제의 이전시점 검토- 표본으로 추출한 매출거래의 계약 식별, 납품의 완료여부를 확인하여 발생사실 및 수익인식시기의 적절성에 대한 입증감사절차 수행",장비납품에 대한 수익의 발생사실
넥스틴,제10기(전기),예교지성회계법인,적정,-,,
넥스틴,제9기(전전기),예교지성회계법인,적정,-,,
넥슨게임즈,제6기(당기),안진회계법인,적정,-,해당사항 없음,게임매출의 실재성과 기간귀속
넥슨게임즈,제5기(전기),인덕회계법인,적정,-,해당사항 없음,해당사항 없음
넥슨게임즈,제4기(전전기),회계법인바른,적정,-,해당사항 없음,해당사항 없음
넥슨지티,제28기(당기),삼일회계법인,연결ㆍ별도 : 적정,-,해당사항 없음," 연결 : 이연법인세자산의 실현가능성
 별도 : 이연법인세자산의 실현가능성"
넥슨지티,제27기(전기),삼일회계법인,연결ㆍ별도 : 적정,-,해당사항 없음,"연결 : 종속기업투자주식 처분으로 인한             지배력 상실에 따른 회계처리
별도 : 종속기업투자주식의 처분 회계처리"
넥슨지티,제26기(전전기),삼일회계법인,연결ㆍ별도 : 적정,-,해당사항 없음,
넵튠,제6기(당기),대주회계법인,적정,-,,"[연결재무제표]
1) 수준 3의 공정가치로 측정되는 금융상품의 평가

[별도재무제표]
1) 수준 3의 공정가치로 측정되는 금융상품의 평가"
넵튠,제5기(전기),삼일회계법인,적정,-,,"[연결재무제표]
1) 수준 3의 공정가치로 측정되는 금융상품의 평가
2) 영업권 손상평가

[별도재무제표]
1) 수준 3의 공정가치로 측정되는 금융상품의 평가
2) 종속기업투자주식 손상평가"
넵튠,제4기(전전기),삼일회계법인,적정,-,,
넷마블,"제10기
(당기)",안진회계법인,적정,-,해당사항 없음,"별도: 종속기업투자에 대한 손상
연결: 영업권에 대한 손상"
넷마블,"제9기
(전기)",안진회계법인,적정,-,해당사항 없음,"별도: 종속기업투자에 대한 손상
연결: 영업권에 대한 손상"
넷마블,"제8기
(전전기)",안진회계법인,적정,-,해당사항 없음,"별도: 종속기업투자에 대한 손상
연결: 영업권 및 무형자산에 대한 손상"
넷마블네오,제9기(당기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
넷마블네오,제8기(전기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
넷마블네오,제7기(전전기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
노드메이슨,제8기(당기),신한회계법인,적정,-,,
노드메이슨,제7기(전기),신한회계법인,적정,-,,
노드메이슨,제6기(전전기),신한회계법인,적정,-,주1),
노랑풍선,제20기(당기),삼일회계법인,"연결감사보고서 적정의견
감사보고서 적정의견",-,(*1) 하기 주석 참조,여행알선수입의 발생사실
노랑풍선,제19기(당기),삼일회계법인,"연결감사보고서 적정의견
감사보고서 적정의견",-,(*2) 하기 주석 참조,해당사항 없음
노랑풍선,제18기(전기),삼정회계법인,"연결감사보고서 적정의견
감사보고서 적정의견",-,,해당사항 없음
노루페인트,제 15기(당기),한영회계법인,적정,-,,재화의 판매 관련 매출장려활동
노루페인트,제 14기(전기),한영회계법인,적정,-,,재화의 판매 관련 매출장려활동
노루페인트,제 13기(전전기),한영회계법인,적정,-,,
노루홀딩스,제75기(당기),한영회계법인,적정,-,해당사항 없음,재화의 판매 관련 매출장려활동
노루홀딩스,제74기(전기),한영회계법인,적정,-,해당사항 없음,재화의 판매 관련 매출장려활동
노루홀딩스,제73기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
노무라인터내셔널펀딩피티이,-,-,,-,,
노무라인터내셔널펀딩피티이,-,-,,-,,
노무라인터내셔널펀딩피티이,-,-,,-,,
노바렉스,제13기(당기),삼일회계법인,적정,-,,제품 등의 판매로 인한 매출 발생사실
노바렉스,제12기(전기),삼일회계법인,적정,-,,제품 등의 판매로 인한 매출 발생사실
노바렉스,제11기(전전기),삼정회계법인,적정,-,,
노바셀테크놀로지,제21기(당기),한영회계법인,적정,-,,
노바셀테크놀로지,제20기(전기),삼일회계법인,적정,-,,
노바셀테크놀로지,제19기(전전기),삼일회계법인,적정,-,,
노바텍,제14기(당기),이촌회계법인,적정,-,,"영업 등 주요 Process 평가
재무제표 주요 계정과목별 감사"
노바텍,제13기(전기),이촌회계법인,적정,-,,"영업 등 주요 Process 평가
재무제표 주요 계정과목별 감사"
노바텍,제12기(전전기),이촌회계법인,적정,-,,"영업 등 주요 Process 평가
재무제표 주요 계정과목별 감사"
노브메타파마,제11기(당기),삼일회계법인,적정,-,COVID-19 대한 회사의 영향,해당사항 없음
노브메타파마,제10기(전기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
노브메타파마,제9기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
노블엠앤비,제21기 (당기),우리회계법인,적정,-,(주1),(주2)
노블엠앤비,제20기 (전기),신한회계법인,적정,-,(주3),
노블엠앤비,제19기 (전전기),신한회계법인,적정,-,(주4),
녹십자,제52기(당기),삼정회계법인,적정,-,해당사항 없음,혈액제제 재고자산 평가
녹십자,제51기(전기),한영회계법인,적정,-,해당사항 없음,'아이비 글로불린 에스엔 5%' 프로젝트의 개발비 손상평가
녹십자,제50기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
녹십자셀,제29기(당기),대성삼경회계법인,적정의견,-,해당사항 없음,이연법인세자산의 실현가능성 평가
녹십자셀,제28기(전기),대성삼경회계법인,적정의견,-,해당사항 없음,리스회계처리의  적정성
녹십자셀,제27기(전전기),대성삼경회계법인,적정의견,-,해당사항 없음,해당사항 없음
녹십자엠에스,제18기(당기),삼정회계법인,적정,-,,
녹십자엠에스,제17기(전기),한영회계법인,적정,-,,
녹십자엠에스,제16기(전전기),한영회계법인,적정,-,,
녹십자웰빙,제17기(당기),한영회계법인,적정,-,해당사항 없음,재고자산의 평가
녹십자웰빙,제16기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
녹십자웰빙,제15기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
녹십자홀딩스,제55기(당기),삼정회계법인,적정,-,해당사항 없음,"1. 연결 1) 
유비케어 취득에 따른 매수가격배분의 적정성 검토2. 별도 1) 
종속기업 전환상환우선주 발행 약정에 따른 파생상품
    평가금액의 적정성 검사"
녹십자홀딩스,제54기(전기),한영회계법인,적정,-,해당사항 없음,"1. 연결 1) 개발비 손상 평가 2) 공정가치 수준 3으로 분류된 당기손익-공정가치측정 
금융자산에 대한 공정가치 평가2. 별도 1) 종속기업투자주식 손상평가"
녹십자홀딩스,제53기(전전기),한영회계법인,적정,-,해당사항 없음,1) 수주산업 핵심감사항목
녹원씨엔아이,제34기(당기),대주회계법인,적정,-,"주석 38에서 설명하고 있는 바와 같이 회사는 증권선물위원회의 2021년3월10일    회사의 2015년부터 2018년까지의 재무제표 조사 및 감리결과에 대한 조치로 코스닥시장상장규정 제38조 제2항5호 및 동규정 시행세칙 제33조 제11항 제3호의 규정에 의거 회계처리 위반으로 상장적격성 실질심사 사유가 발생하였습니다. 이와 관련하여 회사 주식은 2021년3월11일 이후 매매거래가 정지되었으며, 한국거래소는 코스닥시장상장규정 제29조 및 동 규정 시행세칙 제29조에 따라 동 사유 발생일로부터15일 이내 실질심사 대상 여부를 결정할 예정입니다. 그로 인한 결과는 감사보고서일 현재까지 합리적으로 예측할 수 없으며 감사보고서 이용자는 그 결과에 주의를 기울일 필요가 있습니다.","주1), 주2)"
녹원씨엔아이,제33기(전기),삼덕회계법인,적정,-,"이 보고서의 이용자는 주석 35에 주의를 기울일 필요가 있습니다. 주석 36에서 설명하고 있는 바와 같이 연결실체의 지배기업인 (주)녹원씨엔아이는 2019년 7월 29일에 전 대표이사의 배임 혐의 발생사실을 공시하였습니다. 동 사유로 인하여 (주)녹원씨엔아이 주식은 매매거래정지가 되었으며, 증권거래소는 2019년 12월 9일 코스닥시장위원회의 심의의결에 따라 (주)녹원씨엔아이에 개선기간 6개월을 부여하기로 하였습니다. 우리의 의견은 이 사항과 관련하여 영향을 받지 아니합니다.","(1) 영업권 및 비한정내용연수무형자산 손상검사

(2) 투입법에 따른 수익인식의 정확성"
녹원씨엔아이,제32기(전전기),삼덕회계법인,적정,-,,
농심,제 57 기,한영회계법인,적정,-,해당사항 없음,"고객에게 지급할 대가
특수관계자와의 거래"
농심,제 56 기,한영회계법인,적정,-,해당사항 없음,"고객에게 지급할 대가
특수관계자와의 거래"
농심,제 55 기,한영회계법인,적정,-,해당사항 없음,"변동대가 및 고객에게 지급할 대가
특수관계자와의 거래"
