회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
동북아13호선박투자회사,제15기(당기),동아송강회계법인,적정,-,"감사의견에 영향을 미치지 않는 사항으로서 이용자는 재무제표에 대한 주석1, 주석 9, 주석 12 및 주석 16에 주의를 기울여야 할 필요가 있습니다.

(1) 회사의 존립기간
주석 1에서 설명하고 있는 바와 같이, 회사의 존립기간은 High Speed 7 Shipping Company S.A.가 선박을 인도받은 날로부터 12년이 되는 2020년 4월 30일 까지입니다.

(2) 수입의 분배  
주석 9에서 설명하고 있는 바와 같이, 회사는 선박투자회사법에 따라 정관에 의한 수입분배기준일 현재 주주명부에 기재된 주주 및 등록질권자를 대상으로 하여 수입의 분배를 실시하였는 바, 이에 따라 회사의 당기에 지급된 현금배당액은 476백만원 (전기 귀속분 82백만원 포함)이고, 2020년 1월 30일 기준으로 2020년 2월 12일에 배당할 금액 중에서 당기에 귀속되는 배당액은 82백만원입니다.

(3) 특수관계자와의 거래
주석 12에서 설명하고 있는 바와 같이, 회사가 당기 중 High Speed 7 Shipping Company S.A. 등 특수관계자와의 거래로 인하여 발생한 수익 및 비용은 각각 528백만원 및 39백만원이며, 당기말 현재 채권 및 채무는 각각 8,010백만원 및 45백만원입니다.

(4) 우발상황
주석 16에서 설명하고 있는 바와 같이, High Speed 7 Shipping Company S.A.와 용선계약을 체결한 용선사인 현대상선㈜는 해운업의 계속적인 침체로 인해 거액의 누적결손을 계상하고 있으며, 현대상선㈜가 영위하고 있는 해운업은 영업활동의 변동가능성이 일반기업보다 클 수 있어 향후 해운 경기 회복 여부에 따라 재무상태나 경영성과 등이 큰 폭으로 변동할 가능성이 있습니다. 그러나 본 재무제표에는 이러한 변동가능성으로 인해 발생 가능한 조정사항이 반영되지 않았습니다.",해당사항 없음
동북아13호선박투자회사,제14기(전기),동아회계법인,적정,-,"감사의견에 영향을 미치지 않는 사항으로서 이용자는 재무제표에 대한 주석 9, 주석 12 및 주석 16에 주의를 기울여야 할 필요가 있습니다.

(1) 수입의 분배  
주석 9에서 설명하고 있는 바와 같이, 회사는 선박투자회사법에 따라 정관에 의한 수입분배기준일 현재 주주명부에 기재된 주주 및 등록질권자를 대상으로 하여 수입의 분배를 실시하였는 바, 이에 따라 회사의 당기에 지급된 현금배당액은 476백만원 (전기 귀속분 82백만원 포함)이고, 2019년 1월 30일 기준으로 2019년 2월 15일에 배당할 금액 중에서 당기에 귀속되는 배당액은 82백만원입니다.

(2) 특수관계자와의 거래
주석 12에서 설명하고 있는 바와 같이, 회사가 당기 중 High Speed 7 Shipping Company S.A. 등 특수관계자와의 거래로 인하여 발생한 수익 및 비용은 각각 527백만원 및 37백만원이며, 당기말 현재 채권 및 채무는 각각 8,010백만원 및 41백만원입니다.

(3) 우발상황

주석 16에서 설명하고 있는 바와 같이, High Speed 7 Shipping Company S.A.와 용선계약을 체결한 용선사인 현대상선㈜는 해운업의 계속적인 침체로 인해 거액의 누적결손을 계상하고 있으며, 현대상선㈜가 영위하고 있는 해운업은 영업활동의 변동가능성이 일반기업보다 클 수 있어 향후 해운 경기 회복 여부에 따라 재무상태나 경영성과 등이 큰 폭으로 변동할 가능성이 있습니다. 그러나 본 재무제표에는 이러한 변동가능성으로 인해 발생 가능한 조정사항이 반영되지 않았습니다.",해당사항 없음
동북아13호선박투자회사,제13기(전전기),삼정회계법인,적정,-,"감사의견에 영향을 미치지 않는 사항으로서 이용자는 재무제표에 대한 주석 9, 주석 12 및 주석 16에 주의를 기울여야 할 필요가 있습니다.

(1) 수입의 분배  
주석 9에서 설명하고 있는 바와 같이, 회사는 선박투자회사법에 따라 정관에 의한 수입분배기준일 현재 주주명부에 기재된 주주 및 등록질권자를 대상으로 하여 수입의 분배를 실시하였는 바, 이에 따라 회사의 당기에 지급된 현금배당액은 474백만원 (전기 귀속분 81백만원 포함)이고, 2018년 1월 30일 기준으로 2018년 2월 12일에 배당할 금액 중에서 당기에 귀속되는 배당액은 82백만원입니다.

(2) 특수관계자와의 거래
주석 12에서 설명하고 있는 바와 같이, 회사는 당기 중 High Speed 7 Shipping Company S.A. 등 특수관계자와의 거래로 인하여 발생한 수익 및 비용은 각각 529백만원 및 38백만원이며, 당기말 현재 채권 및 채무는 각각 8,010백만원 및 44백만원입니다.

(3) 우발상황
주석 16에서 설명하고 있는 바와 같이, High Speed 7 Shipping Company S.A.와 용선계약을 체결한 현대상선(주)는 해운업의 계속적인 침체로 인해 재무적 어려움을 겪고 있으며, 채권금융기관과 재무구조 개선 약정을 체결하여 이를 이행하기 위해 노력하고 있습니다. 이러한 상황은 회사의 재무제표 작성의 전제인 존속기간 중 용선료 수입을 통한 수입의 분배 및 존립기간 만료시 장기대여금과 자본금의 정상적인 회수 및 환급이라는 가정에 중요한 불확실성을 제기할 수 있습니다. 이로 인해 회사의 재무제표에 미칠 궁극적인 영향은 현재로서는 측정할 수 없습니다.",해당사항 없음
동서,제45기(당기),삼일회계법인,적정,-,해당사항 없음,특수관계자 거래
동서,제44기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
동서,제43기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
동성제약,제63기(당기),상록회계법인,적정,-,,
동성제약,제62기(전기),상록회계법인,적정,-,,
동성제약,제61기(전전기),상록회계법인,적정,-,,
동성케미컬,-,-,,-,,
동성케미컬,-,-,,-,,
동성케미컬,-,-,,-,,
동성화인텍,제35기 (2019년),한영회계법인,적정,-,해당사항 없음,"공사진행률의 산정, 
계약자산(미청구공사)금액 회수가능성 (주1)"
동성화인텍,제34기 (2018년),이현회계법인,적정,-,해당사항 없음,해당사항 없음
동성화인텍,제33기 (2017년),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
동성화학,제53기(당기),한영회계법인,적정,-,특이사항 없음,
동성화학,제52기(전기),한영회계법인,적정,-,특이사항 없음,
동성화학,제51기(전전기),한영회계법인,적정,-,특이사항 없음,
동신건설,제62기(당기),성도회계법인,적정,-,해당사항없음,
동신건설,제61기(전기),성도회계법인,적정,-,해당사항없음,
동신건설,제60기(전전기),성도회계법인,적정,-,해당사항없음,
동아쏘시오홀딩스,제72기,삼일회계법인,적정,-,,"관계 및 공동기업지분의
회수가능액 검토"
동아쏘시오홀딩스,제71기,한울회계법인,적정,-,"연결회사는 2018년 1월 1일을 최초적용일로 하여 기업회계기준서 제1109호 '금융상품'과 제1115호 '고객과의 계약에서 생기는 수익'을 적용하였으며, 경과규정에 따라 회계변경의 누적효과는 당기의 기초이익잉여금에 반영하고 비교표시되는 전기재무제표를 재작성하지 않습니다.",
동아쏘시오홀딩스,제70기,삼정회계법인,적정,-,,
동아에스티,제7기(당기),삼일회계법인,적정의견,-,해당사항없음,"라이선스아웃
수익인식측정"
동아에스티,제6기(전기),한울회계법인,적정의견,-,,
동아에스티,제5기(전전기),삼정회계법인,적정의견,-,,
동아엘텍,제21기(당기),삼정회계법인,적정,-,,
동아엘텍,제20기(전기),삼정회계법인,적정,-,,
동아엘텍,제19기(전전기),삼정회계법인,적정,-,,
동아지질,제47기(당기),안진회계법인,"적정의견(별도,연결)",-,해당사항 없음,계약원가에 대한 추정의 불확실성
동아지질,제46기(전기),안진회계법인,"적정의견(별도,연결)",-,해당사항 없음,수주사업 핵심감사사항
동아지질,제45기(전전기),안진회계법인,"적정의견(별도,연결)",-,해당사항 없음,수주사업 핵심감사사항
동아타이어,제3기 (당기),대영회계법인,적정,-,해당사항 없음,기타포괄손익-공정가치측정금융자산의 평가
동아타이어,제2기(전기),대영회계법인,적정,-,해당사항 없음,해당사항 없음
동아타이어,제1기(전전기),대영회계법인,적정,-,해당사항 없음,해당사항 없음
동아화성,제46기(당기),신우회계법인,적정,-,,특수관계자와의 거래
동아화성,제45기(전기),신우회계법인,적정,-,특수관계자와의 거래,
동아화성,제44기(전전기),신우회계법인,적정,-,특수관계자와의 거래,
동양,제65기(당기),삼정회계법인,적정의견,-,해당사항 없음,"가. 매출의 과대계상 위험
나. 진행률 산정에 왜곡이 존재하여 공사수익이 과대계상 될 위험
다. 매출채권 계약자산 대손충당금 과소계상 위험"
동양,제64기(전기),삼정회계법인,적정의견,-,해당사항 없음,"수주산업 핵심감사사항
  가. 일반사항
  나. 투입법에 따른 수익인식
  다. 총계약원가 추정의 불확실성
  라. 공사진행률 산정
  마. 미청구공사(계약자산)금액 회수가능성
  바. 공사변경에 대한 회계처리"
동양,제63기(전전기),삼일회계법인,적정의견,-,섬유부문 물적분할,"수주산업 핵심감사 사항
  가. 일반사항
  나. 투입법에 따른 수익인식
  다. 총계약원가 추정의 불확실성
  라. 공사진행율 산정
  마. 미청구공사금액 회수가능성
  바. 공사변경에 대한 회계처리"
동양건설산업,제52기(당기),선일회계법인,적정,-,,
동양건설산업,제51기(전기),승일회계법인,적정,-,,
동양건설산업,제50기(전전기),승일회계법인,적정,-,,
동양고속,제15기(당기),대주회계법인,적정,-,해당사항 없음,운수사업부문 사업용자산 손상검토
동양고속,제14기(전기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
동양고속,제13기(전전기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
동양레저,제31기(당기),한신회계법인,적정,-,해당사항 없음,해당사항 없음
동양레저,제30기(전기),한신회계법인,적정,-,해당사항 없음,해당사항 없음
동양레저,제29기(전전기),한미회계법인,적정,-,해당사항 없음,해당사항 없음
동양생명,제31기(당기),삼정회계법인,적정,-,,보험료적립금 적정성 검토
동양생명,제30기(전기),삼정회계법인,적정,-,,보험료적립금 적정성 검토
동양생명,제29기(전전기),삼정회계법인,적정,-,,
동양에스텍,제39기(당기),예교지성회계법인,적정,-,해당사항 없음,해당사항 없음
동양에스텍,제38기(전기),회계법인예교,적정,-,해당사항 없음,해당사항 없음
동양에스텍,제37기(전전기),회계법인예교,적정,-,해당사항 없음,해당사항 없음
동양이엔피,제33기(당기),대성삼경회계법인,적정,-,해당사항 없음,해당사항 없음
동양이엔피,제32기(전기),대성삼경회계법인,적정,-,해당사항 없음,해당사항 없음
동양이엔피,제31기(전전기),대성삼경회계법인,적정,-,해당사항 없음,해당사항 없음
동양철관,제48기(당기),삼정회계법인,적정,-,,수익인식 적정성
동양철관,제47기(전기),삼정회계법인,적정,-,,
동양철관,제46기(전전기),삼정회계법인,적정,-,,
동양텔레콤,제51기 (당기),안세 회계법인,적정,-,해당사항 없음,
동양텔레콤,제50기(전기),안세 회계법인,적정,-,해당사항 없음,
동양텔레콤,제49기(전전기),안세 회계법인,적정,-,해당사항 없음,
동양파일,-,-,,-,,
동양파일,-,-,,-,,
동양파일,-,-,,-,,
동양피스톤,제43기(당기),신한회계법인,적정,-,해당사항 없음,해당사항 없음
동양피스톤,제42기(전기),신한회계법인,적정,-,해당사항 없음,해당사항 없음
동양피스톤,제41기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
동우팜투테이블,제27기(당기),인덕회계법인,적정,-,,생물자산 평가의 적정성
동우팜투테이블,제26기(전기),회계법인바른,적정,-,,
동우팜투테이블,제25기(전전기),회계법인바른,적정,-,,
동운아나텍,제14기(당기),한영회계법인,적정,-,,
동운아나텍,제13기(전기),한영회계법인,적정,-,,
동운아나텍,제12기(전전기),한영회계법인,적정,-,,
동원F&B,-,-,,-,,
동원F&B,-,-,,-,,
동원F&B,-,-,,-,,
동원개발,제42기,안경회계법인,적정,-,,
동원개발,제41기,안경회계법인,적정,-,,
동원개발,제40기,안경회계법인,적정,-,,
동원금속,제34기(당기),한영회계법인,적정,계속기업 관련 중요한 불확실성,,
동원금속,제33기(전기),안경회계법인,적정,-,,
동원금속,제32기(전전기),안경회계법인,적정,-,,
동원산업,제51기(당기),삼정회계법인,적정,-,특기사항 없음,
동원산업,제50기(전기),삼일회계법인,적정,-,특기사항 없음,
동원산업,제49기(전전기),삼일회계법인,적정,-,특기사항 없음,
동원수산,제50기(당기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
동원수산,제49기(전기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
동원수산,제48기(전전기),안진회계법인,적정,-,해당사항 없음,해당사항 없음
동원시스템즈,제40기(당기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
동원시스템즈,제39기(전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
동원시스템즈,제38기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
동원엔터프라이즈,-,-,,-,,
동원엔터프라이즈,-,-,,-,,
동원엔터프라이즈,-,-,,-,,
동일고무벨트,-,-,,-,,
동일고무벨트,-,-,,-,,
동일고무벨트,-,-,,-,,
동일금속,제36기(당기),안경회계법인,적정,-,해당사항 없음,금융상품 분류 및 측정
동일금속,제35기(전기),안경회계법인,적정,-,해당사항 없음,
동일금속,제34기(전전기),안경회계법인,적정,-,해당사항 없음,
동일기연,제34기(당기),대주회계법인,적정,-,,
동일기연,제33기(전기),대주회계법인,적정,-,,
동일기연,제32기(전전기),대주회계법인,적정,-,,
동일산업,제54기,안경회계법인,적정,-,,"가.금융자산의 분류와 측정

핵심감사사항으로 결정한 이유:
회사는 투자자금의 운용을 위해 다양한 종류의 금융자산을 보유하고 있습니다. 금융자산의 분류에는 금융자산의 관리를 위한 사업모형과 계약상 현금흐름 특성에 대한 경영진의 판단이 요구됩니다. 또한 일부 금융자산에 대해서는 후속측정에 공정가치 평가가 요구되는 바, 공정가치의 측정에는 유의적인 투입변수와 평가 모형에 대한 경영진의 판단 및 제3자로부터 입수한 정보에 근거한 평가와 시장참여자 관점의 조정이 포함됩니다. 우리는 회사가 보유하는 금융자산의 규모를 고려하여 그 분류와 측정이 당기 재무제표 감사에 미치는 영향이 유의적이므로 핵심감사사항으로 결정하였습니다."
동일산업,제53기,안경회계법인,적정,-,,
동일산업,제52기,안경회계법인,적정,-,,
동일제강,제60기(당기),광교회계법인,적정,-,"감사의견에는 영향을 미치지 않는 사항으로서, 이용자는 회사의 재무제표에 대한 주석 13에 주의를 기울여야 할 필요가 있습니다. 
재무제표에 대한 주석 13에서 설명하는 바와 같이, 2019년 3월 20일자 감사보고서에 첨부된 2018년 12월 31일로 종료되는 회계연도의 재무제표에서는 소비대차계약으로 제공 중인 임대판넬 13,337백만원이 유형자산으로 표시되어 있으나 회사는 2019년 12월 31일로 종료되는 회계연도의재무제표 작성시 동 임대판넬을 기타비유동자산인 소비대차자산으로 분류하였습니다. 따라서, 비교표시된 전년도 재무제표는 이러한 계정재분류사항을 반영하여 재작성된 것입니다.","리스기준서 도입-리스 대상 계약의 완전성에 대한 검토를 포함한 리스도입효과의 검토-회사가 적용한 실무적 간편법을 포함한 가정의 적합성 및 합리성 평가
-기업회계기준서 제 1116호에 따라 적합하게 표시 및 공시되었는 지 여부를 확인"
동일제강,제59기(전기),광교회계법인,적정,-,,
동일제강,제58기(전전기),광교회계법인,적정,-,,
동일철강,제53기(당기),안경회계법인,적정,-,해당사항없음,"-수익인식 기간귀속의 적정성
-재고자산 평가(순실현가능가치 추정)에 대한 적정성"
동일철강,제52기(전기),안경회계법인,적정,-,주1),
동일철강,제51기(전전기),삼정회계법인,적정,-,주2),
동진쎄미켐,제47기(당기),정동회계법인,적정,-,해당사항없음,유형자산 평가 및 분류의 적정성
동진쎄미켐,제46기(전기),정동회계법인,적정,-,해당사항없음,해당사항없음
동진쎄미켐,제45기(전전기),정동회계법인,적정,-,해당사항없음,해당사항없음
동화기업,-,-,,-,,
동화기업,-,-,,-,,
동화기업,-,-,,-,,
동화바이텍스,제23기(당기),대현회계법인,적정,-,,
동화바이텍스,제22기(전기),대현회계법인,적정,-,,
동화바이텍스,제21기(전전기),대현회계법인,적정,-,,
동화약품,제91기(당기),삼정회계법인,적정,-,해당사항 없음,"- 신규거래처에 대한 매출 인식
- 수익인식 기간귀속의 적정성"
동화약품,제90기(전기),삼정회계법인,적정,-,해당사항 없음,
동화약품,제89기(전전기),삼정회계법인,적정,-,해당사항 없음,
두산,제83기(당기),한영회계법인,적정,-,계속기업 관련 중요한 불확실성,(1) 투입법에 따른 진행기준 등 수익인식(2) 미청구공사에 대한 회수가능성(3) 영업권 손상검사(4) 판매보증충당부채 평가(5) 이연법인세자산 실현가능성
두산,제82기(전기),한영회계법인,적정,-,해당사항 없음,(1) 투입법에 따른 진행기준 수익인식(2) 매출채권 및 미청구공사 회수가능성에 대한 평가
두산,제81기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
두산건설,제44기,삼정회계법인,적정,-,계속기업 관련 중요한 불확실성 ,"(1) 수주산업 진행기준 수익인식
(2) 이연법인세자산의 실현가능성 평가"
두산건설,제43기,삼정회계법인,적정,-,계속기업 관련 중요한 불확실성 ,"(1) 수주산업 진행기준 수익인식
(2) 이연법인세자산의 실현가능성 평가"
두산건설,제42기,삼정회계법인,적정,-,해당사항 없음,(1) 수주산업 진행기준 수익인식
두산밥캣,제6기,삼일회계법인,적정,-,해당사항 없음,"- 수익 인식(매출에서 차감되는 
   항목 관련 부채의 추정)
- 영업권 손상평가
- 자본화된 개발비용의 손상평가"
두산밥캣,제5기,삼일회계법인,적정,-,해당사항 없음,"- 수익 인식(매출에서 차감되는 
   항목 관련 부채의 추정)"
두산밥캣,제4기,삼일회계법인,적정,-,해당사항 없음,해당사항 없음
두산에너빌리티,제57기,삼정회계법인,적정,-,계속기업 관련 중요한 불확실성,(1) 투입법에 따른 진행기준 등 수익인식(2) 미청구공사에 대한 회수가능성(3) 영업권 손상(4) 판매보증충당부채 평가(5) 이연법인세자산 실현가능성
두산에너빌리티,제56기,삼정회계법인,적정,-,없음,(1) 수익인식(2) 매출채권 및 미청구공사 회수가능성에 대한 평가
두산에너빌리티,제55기,삼정회계법인,적정,-,"수주산업 핵심감사항목에 대한 
감사인의 강조사항 등",없음
두산테스나,제18기(당기),한울회계법인,적정,-,,
두산테스나,제17기(전기),한울회계법인,적정,-,,
두산테스나,제16기(전전기),한울회계법인,적정,-,,
두산퓨얼셀,제1기(당기),한영회계법인,적정,-,해당사항 없음,영업권에 대한 손상평가
두산퓨얼셀,-,-,,-,,
두산퓨얼셀,-,-,,-,,
두올,제37기(당기말),EY한영회계법인,적정-,-,"1. 왜곡표시위험
 2. 전문가 활용 검토
 3. 기업수준 통제
 4. 유의적 계정 미공시 식별
 5. 감사계획의 수립과 수행에 있어서의 중요성 결정",영업권의 손상검토
두올,제36기(전기),EY한영회계법인,적정,-,"1. 왜곡표시위험
 2. 전문가 활용 검토
 3. 기업수준 통제
 4. 유의적 계정 미공시 식별
 5. 감사계획의 수립과 수행에 있어서의 중요성 결정","내부회계관리제도 검토
 IFRS16"
두올,제35기(전전기),EY한영회계법인,적정,-,"1. 왜곡표시위험
 2. 전문가 활용 검토
 3. 기업수준 통제
 4. 유의적 계정 미공시 식별
 5. 감사계획의 수립과 수행에 있어서의 중요성 결정","연결범위변동
 영업권평가
 IFRS15"
두원중공업,-,-,,-,,
두원중공업,-,-,,-,,
두원중공업,-,-,,-,,
두함지개발,제41기(당기),삼덕회계법인,적정,-,,
두함지개발,제40기(전기),태성회계법인,적정,-,,
두함지개발,제39기(전전기),태성회계법인,적정,-,,
듀오백,제33기(당기),성도이현회계법인,성도이현회계법인,-,적정,
듀오백,제32기(전기),성도회계법인,성도회계법인,-,적정,
듀오백,제31기(전전기),성도회계법인,성도회계법인,-,적정,
듀켐바이오,제17기(당기),우리회계법인,적정,-,"계속기업 관련 중요한
 불확실성 존재 기재",
듀켐바이오,제16기(전기),정현회계법인,적정,-,"계속기업 관련 중요한 
불확실성 존재 기재",
듀켐바이오,제15기(전전기),정현회계법인,적정,-,"계속기업 관련 중요한 
불확실성 존재 기재",
드래곤플라이,제30기(당기),삼정회계법인,적정,-,비교표시 재무제표에 관한 사항,
드래곤플라이,제29기(전기),삼정회계법인,적정,-,,
드래곤플라이,제28기(전전기),삼정회계법인,적정,-,비교표시 재무제표에 관한 사항,
드림라인,제23기(당기),한영회계법인,적정,-,,
드림라인,제22기(전기),한영회계법인,적정,-,,
드림라인,제21기(전전기),안진회계법인,적정,-,,
드림시큐리티,제6기(당기),정진세림회계법인,적정,-,,
드림시큐리티,제5기(전기),세림회계법인,적정,-,,
드림시큐리티,제4기(전전기),세림회계법인,적정,-,,
드림어스컴퍼니,제21기(당기),삼정회계법인,적정,-,,"종속기업투자주식(별도)
영업권(연결) 손상평가"
드림어스컴퍼니,제20기(전기),삼정회계법인,적정,-,,
드림어스컴퍼니,제19기(전전기),삼정회계법인,적정,-,,
드림텍,제22(당)기,삼정회계법인,적정,-,특이사항 없음,재고자산의 평가
드림텍,제21(전)기,삼일회계법인,적정,-,해당사항없음,
드림텍,제20(전전)기,삼일회계법인,적정,-,해당사항없음,
디더블유미디어홀딩스,제 7 기(당기),삼정회계법인,"연결 : 적정
별도 : 적정",-,해당사항없음,해당사항없음
디더블유미디어홀딩스,제 6 기(전기),삼정회계법인,"연결 : 적정
별도 : 적정",-,해당사항없음,해당사항없음
디더블유미디어홀딩스,제 5 기(전전기),삼정회계법인,"연결 : 적정
별도 : 적정",-,해당사항없음,해당사항없음
디딤이앤에프,제5기(당기),대주회계법인,적정,-,,
디딤이앤에프,제4기(전기),대주회계법인,적정,-,,
디딤이앤에프,제3기(전전기),삼일회계법인,적정,-,지정감사,
디모아,제37기 (당기),삼덕회계법인,적정,-,한국채택 국제회계기준에 따라 중요성의 관점에서 적정하게 표시하고 있음,
디모아,제36기 (전기),삼덕회계법인,적정,-,한국채택 국제회계기준에 따라 중요성의 관점에서 적정하게 표시하고 있음,
디모아,제35기 (전전기),삼덕회계법인,적정,-,한국채택 국제회계기준에 따라 중요성의 관점에서 적정하게 표시하고 있음,
디바이스이엔지,제18기(당기),우리회계법인,적정,-,,매출채권 회수가능성검토
디바이스이엔지,제17기(전기),우리회계법인,적정,-,,
디바이스이엔지,제16기(전전기),대주회계법인,적정,-,,
디비메탈,제12기(당기),삼덕회계법인,적정,-,"강조사항
감사의견에 영향을 미치지 않는 사항으로서 이용자는 다음 사항들에 주의를 기울여야 할 필요가 있습니다. 

(1) 기업개선작업(워크아웃)
연결재무제표 주석 30과 33에서 설명하는 바와 같이, 연결회사는 2015년 2월 27일 채권금융기관협의회(주채권은행: KEB하나은행)에 채권금융기관 공동관리를 신청하고, 2015년 5월 8일에 경영정상화 도모 및 제고를 위하여 채권금융기관협의회와 경영정상화계획 이행을 위한 약정을 체결하였습니다. 또한, 연결회사는 채권금융기관협의회 결의를 통하여 2017년 12월 18일과 2019년 12월 27일에 차입금의만기를 재연장하고 이자율 조건을 변경하였으며, 보고기간 종료일 현재 경영정상화계획및 자구계획을 이행 중에 있습니다. 

한편, 연결회사는 2019년 12월 27일자 채권금융기관협의회와의 약정에 따르면 주식회사 디비메탈의대주주와 특수관계인이 2020년 6월 30일까지 400억원이상의 유상증자(현금 납입액 300억원 이상)를하여야 하며, 동 조건을 충족하지 못할 경우 협의된 조건이 재조정되거나 기한이익이 상실될 수 있습니다. 이에 따라 주식회사 디비메탈은 연결재무제표 주석35에 기술하고 있는바와 같이, 2020년 2월 13일자 이사회 결의에 따라 주주배정 유상증자를 결정하였습니다. 

(2) 사채 만기 연장
연결재무제표 주석 33과 35에서 설명하는 바와 같이, 연결회사는 보고기간 이후인 2020년 1월 21일사채권자집회 결의를 통해 제10-1회, 제10-2회, 제11회 및 제14회 무보증사채의 만기를 연장하였습니다. 


계속기업 관련 중요한 불확실성
연결재무제표의 주석 30에 주의를 기울여야 할 필요가 있습니다. 연결재무제표의 주석30은 2019년 12월 31일로 종료되는 보고기간에 당기순손실 13,718만원이 발생하였고, 연결재무제표일 현재 연결실체의 부채비율이 565%이며, 유동부채가 유동자산보다 62,810백만원 만큼 초과함을 나타내고 있습니다. 이러한 사건이나 상황은 주석30에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.",해당사항 없음
디비메탈,제11기(전기),대주회계법인,적정,-,"강조사항
감사의견에는 영향을 미치지 않는 사항으로서 이용자는 다음 사항에 주의를 기울여야할 필요가 있습니다.

(1) 기업개선작업(워크아웃)
연결재무제표주석 22에서 설명하는 바와 같이, 지배회사는 2015년 2월 27일 채권금융기관협의회(주채권은행: KEB하나은행)에 채권금융기관 공동관리를 신청하고,2015년 5월 8일에 경영정상화 도모 및 제고를 위하여 채권금융기관협의회와 경영정상화계획 이행을 위한 약정을체결하였습니다. 또한 동 경영정상화 이행약정은 2017년 12월 18일에 채권금융기관협의회 결의를 통하여 2019년 12월 31일까지 만기가 연장되었고, 지배회사는 보고기간 종료일 현재경영정상화계획 및 자구계획을 이행 중에 있습니다.

(2) 사채 만기 연장
연결재무제표주석 27에서 설명하는 바와 같이, 회사는 2018년 3월 8일 사채권자집회 결의를 통해 제10-1회, 제14회 무보증사채의 만기를 각각 22개월 연장하였습니다.

계속기업 관련 중요한 불확실성
연결재무제표에 대한 주석 30에 주의를 기울여야할 필요가 있습니다. 연결재무제표에 대한 주석 30은 2018년 12월 31일 현재로 기업의 유동부채가 유동자산보다 188,736백만원 만큼 더 많음을 나타내고 있고 부채비율이 551%입니다. 따라서 이러한 상황은 회사의 계속기업으로서의 존속능력에 유의적 의문을 불러 일으킬 만한 중요한 불확실성이 존재함을 의미하며, 이와 같은 불확실성의 결과로 계속기업가정이 타당하지 않을 경우에 발생될 수도 있는 자산과 부채의 금액 및 분류표시와 관련된 손익항목에 대한 수정사항은별첨된 재무제표에 반영되어 있지 않습니다.",해당사항 없음
디비메탈,제10기(전전기),대주회계법인,적정,-,"강조사항
감사의견에는 영향을 미치지 않는 사항으로서 이용자는 다음 사항에 주의를 기울여야할 필요가 있습니다.

(1) 상호 변경
연결재무제표주석 1에서 기술하고 있는 바와 같이, 지배회사는 당기 중 주식회사 동부메탈에서 주식회사 디비메탈로, 종속회사 DONGBU Metal USA INC.는 DB Metal USA INC.로 상호를 변경하였습니다.

(2) 기업개선작업(워크아웃)
연결재무제표주석 21에서 설명하는 바와 같이, 지배기업은 2015년 2월 27일 채권금융기관협의회(주채권은행: KEB하나은행)에 채권금융기관 공동관리를 신청하고,2015년 5월 8일에 경영정상화 도모 및 제고를 위하여 채권금융기관협의회와 경영정상화계획 이행을 위한 약정을체결하였습니다. 또한 동 경영정상화 이행약정은 2017년 12월 18일에 채권금융기관협의회 결의를 통하여 2019년 12월 31일까지 만기가 연장되었고, 보고기간 종료일 현재 경영정상화계획 및 자구계획을 이행 중에 있습니다.

(3) 계속기업가정에 관한 중요한 불확실성
연결재무제표주석 29에서 기술하고 있는 바와 같이, 지배기업은 글로벌 철강 시황의 침체 및유동성 위기에 따른 재무구조 악화로 채권금융기관협의회와 경영정상화계획 이행약정을 체결하였습니다. 당기말 현재 연결실체의 부채비율은 531%이며, 유동부채가 유동자산을 40,983백만원 초과하고 있습니다. 따라서 이러한 상황은 회사의 계속기업으로서의 존속능력에 유의적 의문을 불러 일으킬 만한 중요한 불확실성이 존재함을 의미하며, 이와 같은 불확실성의결과로 계속기업가정이 타당하지 않을 경우에 발생될 수도 있는 자산과 부채의 금액 및 분류표시와 관련된 손익항목에 대한 수정사항은 별첨된 재무제표에 반영되어 있지 않습니다.",해당사항 없음
디비엘,제27기(당기),나라공인회계사감사반(제47호),적정,-,"(1) 특수관계자와의 거래
회사는 당기중에 특수관계자 및 관계회사에 225백만원(총 매출의 2.58%)를 판매하였고 137백만원을 매입하였습니다. 
이로 인하여 당기말 현재 관련 매출채권의 잔액은 없으며 매입채무의 잔액은 346백만원입니다. 
또한 (주)비엠에스와 자연과학(주)로부터 각각 540백만원, 1,841백만원의 차입금이 있으며, 이와 관련한 이자비용은 88백만원입니다.",
